,effortsLeft,effortsRight,r01,r02,r12
42,"[-1,-1,0,-1]","[0,0,-1,-1]",0.21428571428571427,0.7142857142857143,0.07142857142857142
43,"[-1,-1,0,-1]","[0,0,-1,1]",0.38461538461538464,0.0,0.6153846153846154
44,"[-1,-1,0,-1]","[0,0,1,-1]",0.23076923076923078,0.7692307692307693,0.0
45,"[-1,-1,0,-1]","[0,0,1,1]",0.2857142857142857,0.14285714285714285,0.5714285714285714
46,"[-1,-1,0,-1]","[0,1,-1,0]",0.6666666666666666,0.16666666666666666,0.16666666666666666
47,"[-1,-1,0,-1]","[0,1,0,-1]",0.0,1.0,0.0
48,"[-1,-1,0,-1]","[0,1,0,1]",0.1,0.3,0.6
49,"[-1,-1,0,-1]","[0,1,1,-1]",0.5454545454545454,0.36363636363636365,0.09090909090909091
50,"[-1,-1,0,-1]","[1,-1,-1,0]",0.6470588235294118,0.0,0.35294117647058826
51,"[-1,-1,0,-1]","[1,-1,1,0]",0.7,0.1,0.2
52,"[-1,-1,0,-1]","[1,0,-1,-1]",0.6363636363636364,0.18181818181818182,0.18181818181818182
53,"[-1,-1,0,-1]","[1,0,-1,0]",0.5,0.0,0.5
54,"[-1,-1,0,-1]","[1,0,-1,1]",0.6363636363636364,0.0,0.36363636363636365
55,"[-1,-1,0,-1]","[1,0,0,-1]",0.4166666666666667,0.5,0.08333333333333333
56,"[-1,-1,0,-1]","[1,0,0,1]",0.0,0.0,1.0
57,"[-1,-1,0,-1]","[1,0,1,0]",0.36363636363636365,0.2727272727272727,0.36363636363636365
58,"[-1,-1,0,-1]","[1,0,1,1]",0.6363636363636364,0.0,0.36363636363636365
59,"[-1,-1,0,-1]","[1,1,0,1]",0.36363636363636365,0.09090909090909091,0.5454545454545454
60,"[-1,-1,0,-1]","[1,1,1,0]",0.6363636363636364,0.09090909090909091,0.2727272727272727
61,"[-1,-1,0,0]","[-1,-1,-1,0]",1.0,0.0,0.0
62,"[-1,-1,0,0]","[-1,-1,0,-1]",0.46153846153846156,0.15384615384615385,0.38461538461538464
